"feature"	"metadata"	"value"	"name"	"coef"	"null_hypothesis"	"stderr"	"pval_individual"	"qval_individual"	"pval_joint"	"qval_joint"	"error"	"model"	"N"	"N_not_zero"
"1757"	"Odoribacter splanchnicus"	"Dysbiosis"	"UC"	"dysbiosis_statedysbiosis_UC"	0.43506237740192	0.403594029086773	1.26569646848321	0.980282116840866	0.990351008622992	0.00154695025014315	0.00401370875712818	NA	"abundance"	1527	757
"1758"	"Roseburia intestinalis"	"Diagnosis"	"UC"	"diagnosisUC"	0.0643970893618175	0.0724275054371195	0.276605764086713	0.981228020826056	0.990351008622992	0.977975685967094	0.984501739162299	NA	"abundance"	1527	842
"1759"	"GGB6601 SGB9333"	"Diagnosis"	"UC"	"diagnosisUC"	0.00776627001713047	0	0.327383259677417	0.981074152009848	0.990351008622992	0.981074152009848	0.986680290021333	NA	"prevalence"	1527	69
"1760"	"Phascolarctobacterium succinatutens"	"Dysbiosis"	"UC"	"dysbiosis_statedysbiosis_UC"	0.376864976247525	0.403594029086773	1.58161196930848	0.986567455238152	0.995226023508182	0.250451517900131	0.321356990161043	NA	"abundance"	1527	125
"1761"	"Barnesiella intestinihominis"	"Abx"	"Used"	"antibioticsYes"	0.00308972410759231	0	0.211755924371735	0.988358504258425	0.996518326791002	0.987222003322436	0.990590795426988	NA	"prevalence"	1527	431
"1762"	"Alistipes communis"	"Abx"	"Used"	"antibioticsYes"	-0.0776621450454918	-0.0726333204687373	0.484682943202458	0.992103640520748	0.997720284908667	0.00153573432019668	0.00399442227125048	NA	"abundance"	1527	407
"1763"	"Dorea longicatena"	"Abx"	"Used"	"antibioticsYes"	-0.0691249383781628	-0.0726333204687373	0.274348352220914	0.991245203899896	0.997720284908667	2.40372386716661e-06	1.30170892498869e-05	NA	"abundance"	1527	1020
"1764"	"GGB3175 SGB4191"	"Dysbiosis"	"UC"	"dysbiosis_statedysbiosis_UC"	0.430323081926022	0.403594029086773	2.20319661138026	0.990331430271445	0.997720284908667	0.82531219063125	0.85864992444	NA	"abundance"	1527	154
"1765"	"Bacteroides intestinalis"	"Diagnosis"	"UC"	"diagnosisUC"	-0.00249533558068697	0	0.248751618130221	0.991996207473094	0.997720284908667	0.404273676963938	0.476465404993212	NA	"prevalence"	1527	158
"1766"	"Lachnospira sp. NSJ 43"	"Read depth"	"Read depth"	"reads"	0.000840132705193556	0	0.0734764293746029	0.990877151838764	0.997720284908667	0.0549180855967926	0.087736003616056	NA	"prevalence"	1527	296
"1767"	"GGB28645 SGB41268"	"Dysbiosis"	"CD"	"dysbiosis_statedysbiosis_CD"	0.0142423519323009	0	2.12357263817225	0.994648797351955	0.999765303511173	0.994648797351955	0.995591592420535	NA	"prevalence"	1527	3
"1768"	"Acidaminococcus intestini"	"Diagnosis"	"CD"	"diagnosisCD"	-0.0704123704462859	-0.0688618225536278	0.524330511308057	0.997720476757988	1	4.46907381039028e-05	0.000182920230378765	NA	"abundance"	1527	173
"1769"	"Bacteroides xylanisolvens"	"Diagnosis"	"CD"	"diagnosisCD"	-0.0686057282539662	-0.0688618225536278	0.284139922121494	0.999364073525454	1	0.00117044375123687	0.00317235396627676	NA	"abundance"	1527	959
"1770"	"Blautia obeum"	"Read depth"	"Read depth"	"reads"	-0.342059797548452	-0.341953238969257	0.0890453679446707	0.999082811706125	1	5.65328327095498e-12	9.18441097558225e-11	NA	"abundance"	1527	899
"1771"	"Clostridium sp. AM22 11AC"	"Abx"	"Used"	"antibioticsYes"	-0.0707480932276369	-0.0726333204687373	0.347689449951691	0.996059101534557	1	0.862013357963506	0.892437358832806	NA	"abundance"	1527	730
"1772"	"Dialister invisus"	"Diagnosis"	"CD"	"diagnosisCD"	-0.0691179168532895	-0.0688618225536278	0.215805240813649	0.999228634223944	1	0.00152319961400621	0.00397160195651991	NA	"abundance"	1527	726
"1773"	"Eubacterium ventriosum"	"Diagnosis"	"UC"	"diagnosisUC"	0.0724275054371195	0.0724275054371195	0.274207648042927	1	1	0.0144582042327432	0.0282215594635431	NA	"abundance"	1527	520
"1774"	"Faecalibacterium SGB15346"	"Abx"	"Used"	"antibioticsYes"	-0.0726333204687373	-0.0726333204687373	0.382225422520101	1	1	0.0294824518162531	0.0512907234233332	NA	"abundance"	1527	743
"1775"	"Roseburia hominis"	"Age"	"Age"	"age"	-0.0108468315301573	-0.0108468315301573	0.0820794532104666	1	1	0.0734699410140926	0.111428205308455	NA	"abundance"	1527	876
"1776"	"Roseburia hominis"	"Diagnosis"	"UC"	"diagnosisUC"	0.0713313621010266	0.0724275054371195	0.231297546537974	0.997137334905996	1	1.39338587636345e-10	1.77278974149374e-09	NA	"abundance"	1527	876
"1777"	"Sutterella wadsworthensis"	"Read depth"	"Read depth"	"reads"	-0.341846680390062	-0.341953238969257	0.0795152384578258	0.998983137778573	1	0.133697173767858	0.189254980561472	NA	"abundance"	1527	536
"1778"	"Bacteroides uniformis"	"Dysbiosis"	"CD"	"dysbiosis_statedysbiosis_CD"	-2.91216678802023	0	0.249286811980001	1.57557434679908e-31	1.02622409121513e-28	1.03562358688691e-09	1.07095626071751e-08	"Prevalence association possibly induced 
by stronger abundance association"	"prevalence"	1527	1244
"1779"	"Prevotella sp. 885"	"Age"	"Age"	"age"	1.12654958640405	0	0.117907354711774	1.24143807349854e-21	1.73269285401154e-19	0.0284346510521489	0.0497135621044193	"Prevalence association possibly induced 
by stronger abundance association"	"prevalence"	1527	69
"1780"	"Phocaeicola vulgatus"	"Dysbiosis"	"CD"	"dysbiosis_statedysbiosis_CD"	-2.07499552699739	0	0.22791369881065	8.68215698916138e-20	8.92891302990597e-18	3.09966029388153e-05	0.000134701286845222	"Prevalence association possibly induced 
by stronger abundance association"	"prevalence"	1527	1288
"1781"	"Bacteroides xylanisolvens"	"Dysbiosis"	"CD"	"dysbiosis_statedysbiosis_CD"	-2.11589305393562	0	0.237580624458928	5.29069034396059e-19	4.30750372170791e-17	0.000435509538420309	0.0013330378915126	"Prevalence association possibly induced 
by stronger abundance association"	"prevalence"	1527	959
"1782"	"Alistipes SGB2313"	"Age"	"Age"	"age"	0.948827231527825	0	0.108607933095494	2.40953273085001e-18	1.62352653657963e-16	0.00203911993214845	0.00513641770516338	"Prevalence association possibly induced 
by stronger abundance association"	"prevalence"	1527	73
"1783"	"Alistipes putredinis"	"Dysbiosis"	"CD"	"dysbiosis_statedysbiosis_CD"	-2.33808100042509	0	0.276244471653517	2.58779052109933e-17	1.48721843477297e-15	1.0462904289632e-06	6.20720614036597e-06	"Prevalence association possibly induced 
by stronger abundance association"	"prevalence"	1527	873
"1784"	"Bacteroides cellulosilyticus"	"Age"	"Age"	"age"	0.483046087139553	0	0.0577505597523975	6.0445524489214e-17	3.10817249610327e-15	0.000310900444151052	0.00101330515130713	"Prevalence association possibly induced 
by stronger abundance association"	"prevalence"	1527	433
"1785"	"Alistipes onderdonkii"	"Dysbiosis"	"CD"	"dysbiosis_statedysbiosis_CD"	-2.0757172526643	0	0.272076689959224	2.36283835706471e-14	8.8788195186624e-13	0.000119481592753878	0.000426258655230053	"Prevalence association possibly induced 
by stronger abundance association"	"prevalence"	1527	831
"1786"	"Lachnospira sp. NSJ 43"	"Age"	"Age"	"age"	0.485555504942005	0	0.0646379707137995	5.82647411235608e-14	1.99735621325329e-12	1.67119730898335e-06	9.53937490965632e-06	"Prevalence association possibly induced 
by stronger abundance association"	"prevalence"	1527	296
"1787"	"Faecalibacterium SGB15346"	"Dysbiosis"	"CD"	"dysbiosis_statedysbiosis_CD"	-2.47469182348837	0	0.340708771643527	3.77580078782151e-13	1.11786586960655e-11	0.000353661694410423	0.00113861813810185	"Prevalence association possibly induced 
by stronger abundance association"	"prevalence"	1527	743
"1788"	"Bacteroides eggerthii"	"Diagnosis"	"CD"	"diagnosisCD"	-1.09497123626742	0	0.151701139101413	5.27771146273275e-13	1.51656591149703e-11	0.00278807470092413	0.0068789880471399	"Prevalence association possibly induced 
by stronger abundance association"	"prevalence"	1527	409
"1789"	"Clostridium symbiosum"	"Age"	"Age"	"age"	-0.458892178146771	0	0.0637094548668965	5.89496462265024e-13	1.64553726752265e-11	0.00925198788881909	0.0194468847043586	"Prevalence association possibly induced 
by stronger abundance association"	"prevalence"	1527	539
"1790"	"Parabacteroides merdae"	"Dysbiosis"	"CD"	"dysbiosis_statedysbiosis_CD"	-1.87145083789235	0	0.265569064420255	1.82887341603219e-12	4.76482487323587e-11	4.46112892187323e-05	0.000182920230378765	"Prevalence association possibly induced 
by stronger abundance association"	"prevalence"	1527	826
"1791"	"Clostridium sp. 1001270H 150608 G6"	"Diagnosis"	"UC"	"diagnosisUC"	-2.01963853163031	0	0.291937735592985	4.57917305174222e-12	1.09118343208589e-10	9.4280459625784e-05	0.000348112466310587	"Prevalence association possibly induced 
by stronger abundance association"	"prevalence"	1527	141
"1792"	"Firmicutes bacterium AF16 15"	"Dysbiosis"	"CD"	"dysbiosis_statedysbiosis_CD"	-2.11762397868801	0	0.308788487074154	6.99064187085539e-12	1.6457487006809e-10	0.00177037008328396	0.00452666055193186	"Prevalence association possibly induced 
by stronger abundance association"	"prevalence"	1527	827
"1793"	"Klebsiella pneumoniae"	"Dysbiosis"	"CD"	"dysbiosis_statedysbiosis_CD"	1.80990917268872	0	0.264026695513922	7.13008533557568e-12	1.65859366020415e-10	1.89331169631046e-07	1.28162637904093e-06	"Prevalence association possibly induced 
by stronger abundance association"	"prevalence"	1527	119
"1794"	"Bacteroides stercoris"	"Dysbiosis"	"CD"	"dysbiosis_statedysbiosis_CD"	-1.81501680490523	0	0.265599878954788	8.27804338073771e-12	1.90297609011312e-10	4.19057708860304e-05	0.000173539192375091	"Prevalence association possibly induced 
by stronger abundance association"	"prevalence"	1527	826
"1795"	"Escherichia coli"	"Dysbiosis"	"CD"	"dysbiosis_statedysbiosis_CD"	1.58269941990344	0	0.237310518764744	2.56994082209386e-11	5.4583308330124e-10	2.88657986402541e-15	8.02165351687061e-14	"Prevalence association possibly induced 
by stronger abundance association"	"prevalence"	1527	707
"1796"	"Firmicutes bacterium AF16 15"	"Age"	"Age"	"age"	-0.395468655671374	0	0.0604341950680898	5.99791762785304e-11	1.1603892123589e-09	0.00265955778808391	0.00662380430239766	"Prevalence association possibly induced 
by stronger abundance association"	"prevalence"	1527	827
"1797"	"Alistipes finegoldii"	"Dysbiosis"	"CD"	"dysbiosis_statedysbiosis_CD"	-2.29328588205293	0	0.353627710290607	8.8714843364111e-11	1.66681542243724e-09	0.00486736085861139	0.0110536194982659	"Prevalence association possibly induced 
by stronger abundance association"	"prevalence"	1527	639
"1798"	"Alistipes dispar"	"Age"	"Age"	"age"	0.647112679305402	0	0.100548002969249	1.22777697147666e-10	2.20585620146455e-09	0.00441702320059478	0.0102065131287267	"Prevalence association possibly induced 
by stronger abundance association"	"prevalence"	1527	83
"1799"	"Ruminococcus gnavus"	"Age"	"Age"	"age"	-0.356237544296215	0	0.0556901408754537	1.58688358979341e-10	2.79348696797868e-09	0.00449355338577595	0.0103381097502819	"Prevalence association possibly induced 
by stronger abundance association"	"prevalence"	1527	767
"1800"	"Eubacterium siraeum"	"Dysbiosis"	"CD"	"dysbiosis_statedysbiosis_CD"	-2.63741575839949	0	0.425994737002803	5.97104317047952e-10	9.40920835090078e-09	0.0336441361522144	0.0574890093474731	"Prevalence association possibly induced 
by stronger abundance association"	"prevalence"	1527	565
"1801"	"Bacteroides thetaiotaomicron"	"Age"	"Age"	"age"	0.423277465595181	0	0.0686979872578095	7.20934167622241e-10	1.11802012978878e-08	8.77382374930846e-05	0.000327390737783383	"Prevalence association possibly induced 
by stronger abundance association"	"prevalence"	1527	1062
"1802"	"Alistipes shahii"	"Dysbiosis"	"CD"	"dysbiosis_statedysbiosis_CD"	-2.16481536636597	0	0.354870929274978	1.05876598997908e-09	1.55551033414971e-08	5.71075964055368e-05	0.00022418446767378	"Prevalence association possibly induced 
by stronger abundance association"	"prevalence"	1527	673
"1803"	"Bacteroides fragilis"	"Diagnosis"	"CD"	"diagnosisCD"	0.818167940257252	0	0.135593728102286	1.5998377527805e-09	2.23291640638078e-08	3.14211500151984e-08	2.47617421015295e-07	"Prevalence association possibly induced 
by stronger abundance association"	"prevalence"	1527	787
"1804"	"Bacteroides finegoldii"	"Diagnosis"	"CD"	"diagnosisCD"	-0.979559017052654	0	0.162462100983812	1.6450668632326e-09	2.27975932677766e-08	0.000465043027936374	0.00140712159742353	"Prevalence association possibly induced 
by stronger abundance association"	"prevalence"	1527	333
"1805"	"Alistipes communis"	"Diagnosis"	"UC"	"diagnosisUC"	-1.03278891024742	0	0.175886453643015	4.30810238166504e-09	5.57485566475066e-08	0.00519659112377546	0.0116509558953437	"Prevalence association possibly induced 
by stronger abundance association"	"prevalence"	1527	407
"1806"	"Dysosmobacter sp. BX15"	"Dysbiosis"	"CD"	"dysbiosis_statedysbiosis_CD"	-2.18761246769794	0	0.372997545560324	4.49264335940862e-09	5.77541126597661e-08	3.16331760863431e-06	1.67023169735892e-05	"Prevalence association possibly induced 
by stronger abundance association"	"prevalence"	1527	621
"1807"	"Oscillibacter sp. ER4"	"Dysbiosis"	"CD"	"dysbiosis_statedysbiosis_CD"	-2.37451136778276	0	0.426573352649678	2.59938935772702e-08	3.05976313554132e-07	0.00370763528812024	0.0087786162875672	"Prevalence association possibly induced 
by stronger abundance association"	"prevalence"	1527	458
"1808"	"Eubacterium siraeum"	"Diagnosis"	"UC"	"diagnosisUC"	-0.838481254114895	0	0.150829466734738	2.71116105888103e-08	3.15333851729377e-07	0.00753779171601932	0.0163112869920418	"Prevalence association possibly induced 
by stronger abundance association"	"prevalence"	1527	565
"1809"	"Proteus mirabilis"	"Dysbiosis"	"CD"	"dysbiosis_statedysbiosis_CD"	1.80641369335236	0	0.32664333738513	3.198061123062e-08	3.59138588187538e-07	0.000364411189835323	0.00116611580747303	"Prevalence association possibly induced 
by stronger abundance association"	"prevalence"	1527	100
"1810"	"Parasutterella SGB9260"	"Diagnosis"	"UC"	"diagnosisUC"	1.01089846627639	0	0.183372633876935	3.53149667628919e-08	3.92076392356198e-07	0.00010781836211482	0.000389918460250855	"Prevalence association possibly induced 
by stronger abundance association"	"prevalence"	1527	269
"1811"	"Enterocloster clostridioformis"	"Age"	"Age"	"age"	0.344674063737888	0	0.0629975825895747	4.46930840069012e-08	4.87878693572541e-07	1.23676410934692e-06	7.25568277483527e-06	"Prevalence association possibly induced 
by stronger abundance association"	"prevalence"	1527	312
"1812"	"Oscillospiraceae bacterium"	"Diagnosis"	"CD"	"diagnosisCD"	-2.05021773760355	0	0.391756577587101	1.66422669808752e-07	1.64237321619344e-06	0.000866749929256283	0.0024342763970602	"Prevalence association possibly induced 
by stronger abundance association"	"prevalence"	1527	81
"1813"	"Lacrimispora celerecrescens"	"Age"	"Age"	"age"	-0.283621836229448	0	0.0554204734434387	3.09388186750276e-07	2.94899764346361e-06	0.0100799602606705	0.0206287558823024	"Prevalence association possibly induced 
by stronger abundance association"	"prevalence"	1527	756
"1814"	"Clostridium sp. AF20 17LB"	"Diagnosis"	"UC"	"diagnosisUC"	0.710155421898195	0	0.146867071309604	1.32903703352824e-06	1.13900805417288e-05	9.72171676494327e-10	1.01644880235446e-08	"Prevalence association possibly induced 
by stronger abundance association"	"prevalence"	1527	654
"1815"	"Phocaeicola dorei"	"Age"	"Age"	"age"	0.270463343996737	0	0.0560619130962566	1.4044733618108e-06	1.19493884434226e-05	0.013312111437521	0.0262268464142204	"Prevalence association possibly induced 
by stronger abundance association"	"prevalence"	1527	769
"1816"	"Bacteroides salyersiae"	"Age"	"Age"	"age"	0.379549101060757	0	0.0804857347540855	2.40844074544635e-06	1.95273577452372e-05	2.21758835916575e-06	1.21335404522229e-05	"Prevalence association possibly induced 
by stronger abundance association"	"prevalence"	1527	150
"1817"	"Barnesiella intestinihominis"	"Diagnosis"	"UC"	"diagnosisUC"	-0.73553644959084	0	0.156278794647275	2.51924541496735e-06	2.03413452101083e-05	0.00117160799890903	0.00317235396627676	"Prevalence association possibly induced 
by stronger abundance association"	"prevalence"	1527	431
"1818"	"Clostridium leptum"	"Diagnosis"	"CD"	"diagnosisCD"	-0.634722531358557	0	0.135351160848221	2.73940061177706e-06	2.18481175322954e-05	0.00478702354861715	0.0108946053175425	"Prevalence association possibly induced 
by stronger abundance association"	"prevalence"	1527	652
"1819"	"Phocaeicola coprocola"	"Diagnosis"	"UC"	"diagnosisUC"	2.85722142441893	0	0.609799806407086	2.79267388898588e-06	2.21824584515383e-05	0.0373695690632532	0.063342319311068	"Prevalence association possibly induced 
by stronger abundance association"	"prevalence"	1527	101
"1820"	"Bacteroides cellulosilyticus"	"Dysbiosis"	"CD"	"dysbiosis_statedysbiosis_CD"	-1.70190749883692	0	0.363307826868687	2.80674398625244e-06	2.22039584985315e-05	0.015073452206118	0.0292602307530526	"Prevalence association possibly induced 
by stronger abundance association"	"prevalence"	1527	433
"1821"	"Sutterella wadsworthensis"	"Age"	"Age"	"age"	-0.271069776913136	0	0.0582278811432274	3.234682708682e-06	2.50816270347803e-05	2.85993731237166e-05	0.000125837241744353	"Prevalence association possibly induced 
by stronger abundance association"	"prevalence"	1527	536
"1822"	"Phocaeicola coprocola"	"Diagnosis"	"CD"	"diagnosisCD"	2.79330473482964	0	0.606960436806911	4.18212221162288e-06	3.20465364765141e-05	0.0188071670426186	0.0352182749498683	"Prevalence association possibly induced 
by stronger abundance association"	"prevalence"	1527	101
"1823"	"Acidaminococcus intestini"	"Age"	"Age"	"age"	0.359666984390517	0	0.0782381975228576	4.28460201319881e-06	3.26149753214394e-05	0.00190801721896028	0.00483181338902171	"Prevalence association possibly induced 
by stronger abundance association"	"prevalence"	1527	173
"1824"	"Barnesiella intestinihominis"	"Dysbiosis"	"CD"	"dysbiosis_statedysbiosis_CD"	-1.95261377025882	0	0.424774040989452	4.28968713286075e-06	3.26149753214394e-05	0.0110369067356755	0.022242315864262	"Prevalence association possibly induced 
by stronger abundance association"	"prevalence"	1527	431
"1825"	"Roseburia intestinalis"	"Abx"	"Used"	"antibioticsYes"	-0.838373244091449	0	0.185989162437174	6.55509228993913e-06	4.79724731630751e-05	0.00311982560400015	0.00760862780097958	"Prevalence association possibly induced 
by stronger abundance association"	"prevalence"	1527	842
"1826"	"Ruminococcus gnavus"	"Dysbiosis"	"CD"	"dysbiosis_statedysbiosis_CD"	1.00556926286834	0	0.22526372051923	8.04568816514109e-06	5.73769148711156e-05	2.77075584698139e-10	3.25102019379149e-09	"Prevalence association possibly induced 
by stronger abundance association"	"prevalence"	1527	767
"1827"	"Coprococcus comes"	"Dysbiosis"	"UC"	"dysbiosis_statedysbiosis_UC"	-2.32910070851843	0	0.531407013550703	1.17113004547374e-05	8.00135702397095e-05	0.0101180096208688	0.0206665728426257	"Prevalence association possibly induced 
by stronger abundance association"	"prevalence"	1527	759
"1828"	"Bacteroides finegoldii"	"Abx"	"Used"	"antibioticsYes"	0.925610031794548	0	0.211989532504343	1.26368517578064e-05	8.60362659747514e-05	5.1600393147222e-06	2.68423720017076e-05	"Prevalence association possibly induced 
by stronger abundance association"	"prevalence"	1527	333
"1829"	"Bacteroides ovatus"	"Diagnosis"	"UC"	"diagnosisUC"	0.872415936692854	0	0.199893780068723	1.27473535547357e-05	8.64872529373388e-05	4.06415286381412e-05	0.000169634206489633	"Prevalence association possibly induced 
by stronger abundance association"	"prevalence"	1527	1176
"1830"	"Ruminococcus bromii"	"Diagnosis"	"CD"	"diagnosisCD"	-0.608846110855863	0	0.140954023553676	1.56407209656072e-05	0.000103645098235258	0.0408829263856826	0.0685275718464775	"Prevalence association possibly induced 
by stronger abundance association"	"prevalence"	1527	429
"1831"	"Dysosmobacter sp. BX15"	"Diagnosis"	"UC"	"diagnosisUC"	-0.62866655218304	0	0.145736848652295	1.60537249738602e-05	0.000105660018018152	0.00106117054628263	0.00290309869656595	"Prevalence association possibly induced 
by stronger abundance association"	"prevalence"	1527	621
"1832"	"Veillonella rogosae"	"Dysbiosis"	"CD"	"dysbiosis_statedysbiosis_CD"	1.08912549313206	0	0.26062197211773	2.92861500951217e-05	0.000179953261905245	0.0191940858454097	0.0358742560225711	"Prevalence association possibly induced 
by stronger abundance association"	"prevalence"	1527	207
"1833"	"GGB3267 SGB4317"	"Diagnosis"	"CD"	"diagnosisCD"	-1.86082843018773	0	0.45287763933388	3.9755006852374e-05	0.000236833181065667	0.0123733875249871	0.0245146289425635	"Prevalence association possibly induced 
by stronger abundance association"	"prevalence"	1527	54
"1834"	"GGB3175 SGB4191"	"Diagnosis"	"CD"	"diagnosisCD"	-0.777624095998543	0	0.192134241360274	5.18127621406463e-05	0.000295166580824556	0.0178234392994721	0.0336099141075759	"Prevalence association possibly induced 
by stronger abundance association"	"prevalence"	1527	154
"1835"	"Enterocloster clostridioformis"	"Dysbiosis"	"CD"	"dysbiosis_statedysbiosis_CD"	0.894030373014342	0	0.221372314744227	5.37751630283805e-05	0.000304570053789726	0.00041901128584354	0.0012975833368058	"Prevalence association possibly induced 
by stronger abundance association"	"prevalence"	1527	312
"1836"	"Bacteroides faecis"	"Dysbiosis"	"CD"	"dysbiosis_statedysbiosis_CD"	-1.2884428493301	0	0.322859003740316	6.58704610571244e-05	0.000365655911663696	0.000155144321068779	0.000542491400823279	"Prevalence association possibly induced 
by stronger abundance association"	"prevalence"	1527	434
"1837"	"Flavonifractor plautii"	"Diagnosis"	"UC"	"diagnosisUC"	0.751716198867609	0	0.188655717064909	6.75959572205663e-05	0.000371371234525067	0.00150522041228429	0.00394420038553899	"Prevalence association possibly induced 
by stronger abundance association"	"prevalence"	1527	1224
"1838"	"Bacteroides salyersiae"	"Abx"	"Used"	"antibioticsYes"	0.981044658989478	0	0.246520324686176	6.90403002249263e-05	0.000377884444368364	0.00962893076747839	0.0200160450599551	"Prevalence association possibly induced 
by stronger abundance association"	"prevalence"	1527	150
"1839"	"Veillonella parvula"	"Dysbiosis"	"CD"	"dysbiosis_statedysbiosis_CD"	0.851771555050459	0	0.214614882951484	7.22241680582557e-05	0.000393108703024601	3.94129173741931e-14	9.45910016980633e-13	"Prevalence association possibly induced 
by stronger abundance association"	"prevalence"	1527	547
"1840"	"Faecalibacterium SGB15315"	"Abx"	"Used"	"antibioticsYes"	-0.908542983323259	0	0.230199805450683	7.92164672038982e-05	0.00042759385888513	0.00328798726255253	0.0079453422179759	"Prevalence association possibly induced 
by stronger abundance association"	"prevalence"	1527	619
"1841"	"Flavonifractor plautii"	"Diagnosis"	"CD"	"diagnosisCD"	0.691913164243267	0	0.176653830578652	8.97417351228017e-05	0.000476509104429225	3.93300113975537e-05	0.000166797156770348	"Prevalence association possibly induced 
by stronger abundance association"	"prevalence"	1527	1224
"1842"	"GGB33469 SGB15236"	"Dysbiosis"	"CD"	"dysbiosis_statedysbiosis_CD"	-1.97258305460862	0	0.509566860641539	0.000108346394660754	0.000558598562446212	1.58025857599497e-06	9.11886915983986e-06	"Prevalence association possibly induced 
by stronger abundance association"	"prevalence"	1527	293
"1843"	"Roseburia faecis"	"Abx"	"Used"	"antibioticsYes"	-0.70597103981996	0	0.183124265159788	0.000115659907811994	0.000593174435340252	0.0293586698516402	0.0511596623157294	"Prevalence association possibly induced 
by stronger abundance association"	"prevalence"	1527	922
"1844"	"Phocaeicola massiliensis"	"Diagnosis"	"CD"	"diagnosisCD"	-0.582331287015035	0	0.15181078043898	0.000125104253834816	0.000634944706475924	0.0417438607832064	0.0698597733550965	"Prevalence association possibly induced 
by stronger abundance association"	"prevalence"	1527	396
"1845"	"Clostridium sp. AF36 4"	"Abx"	"Used"	"antibioticsYes"	-0.856780743001247	0	0.227403433279741	0.000164779343065523	0.000815136294557043	0.0329142128163844	0.0567005036445382	"Prevalence association possibly induced 
by stronger abundance association"	"prevalence"	1527	568
"1846"	"Veillonella dispar"	"Diagnosis"	"CD"	"diagnosisCD"	-0.524519549533238	0	0.142716069983108	0.000237601534558283	0.00111336546409325	0.00450797858751706	0.010348750844387	"Prevalence association possibly induced 
by stronger abundance association"	"prevalence"	1527	526
"1847"	"GGB3278 SGB4328"	"Diagnosis"	"UC"	"diagnosisUC"	-0.74896944480759	0	0.205745580947045	0.00027235240612305	0.00125218023897515	0.0519453389322013	0.0838750426795177	"Prevalence association possibly induced 
by stronger abundance association"	"prevalence"	1527	179
"1848"	"Dysgonomonas mossii"	"Diagnosis"	"UC"	"diagnosisUC"	-1.8510764371853	0	0.513307556297931	0.000310744640799194	0.00139976835915013	0.0256382800535073	0.0457331482035536	"Prevalence association possibly induced 
by stronger abundance association"	"prevalence"	1527	31
"1849"	"Bacteroides intestinalis"	"Dysbiosis"	"CD"	"dysbiosis_statedysbiosis_CD"	-1.88947306036457	0	0.525189144689119	0.000321043436903198	0.00144211235795138	0.0198424370332312	0.0365415916316309	"Prevalence association possibly induced 
by stronger abundance association"	"prevalence"	1527	158
"1850"	"Bacteroides fragilis"	"Abx"	"Used"	"antibioticsYes"	-0.655038386242697	0	0.182727157170892	0.000337350239007348	0.00150155436678897	0.00876640581668764	0.0185517525900243	"Prevalence association possibly induced 
by stronger abundance association"	"prevalence"	1527	787
"1851"	"Ruminococcus bicirculans"	"Age"	"Age"	"age"	0.19427070984782	0	0.0545216527398754	0.000366382929951699	0.00160159338954277	0.112401315144678	0.163944459658536	"Prevalence association possibly induced 
by stronger abundance association"	"prevalence"	1527	678
"1852"	"Bifidobacterium adolescentis"	"Abx"	"Used"	"antibioticsYes"	-0.996544997174617	0	0.284563863359912	0.000461765319898035	0.00195724389388451	0.0166167826907286	0.0316167973358729	"Prevalence association possibly induced 
by stronger abundance association"	"prevalence"	1527	427
"1853"	"Lachnospira eligens"	"Age"	"Age"	"age"	0.202300827861787	0	0.0584928926123427	0.00054308338803271	0.00226265445675035	0.00526017895245667	0.0117436553357172	"Prevalence association possibly induced 
by stronger abundance association"	"prevalence"	1527	929
"1854"	"Eubacterium siraeum"	"Diagnosis"	"CD"	"diagnosisCD"	-0.456072232356309	0	0.135469228308886	0.000760978719776589	0.00305694691656456	0.00204289340546271	0.00513641770516338	"Prevalence association possibly induced 
by stronger abundance association"	"prevalence"	1527	565
"1855"	"Lachnospira pectinoschiza"	"Abx"	"Used"	"antibioticsYes"	-0.761525711185281	0	0.227061612998869	0.000797017422238533	0.00316539033141076	0.00493091086730679	0.0111449762909452	"Prevalence association possibly induced 
by stronger abundance association"	"prevalence"	1527	500
"1856"	"Ruminococcus bicirculans"	"Abx"	"Used"	"antibioticsYes"	-0.651473016179753	0	0.199678063158289	0.00110388648637762	0.00423770961568149	0.0379715556932863	0.0641567404993764	"Prevalence association possibly induced 
by stronger abundance association"	"prevalence"	1527	678
"1857"	"GGB3478 SGB14857"	"Abx"	"Used"	"antibioticsYes"	1.57952238344065	0	0.501094178452247	0.00162074798790352	0.00600937679006353	0.0186294667306628	0.0350672314930123	"Prevalence association possibly induced 
by stronger abundance association"	"prevalence"	1527	16
"1858"	"Parasutterella SGB9260"	"Dysbiosis"	"CD"	"dysbiosis_statedysbiosis_CD"	-1.80876693081001	0	0.574029751783076	0.00162713283197638	0.00602162415470046	0.0620401234851975	0.0972023299708732	"Prevalence association possibly induced 
by stronger abundance association"	"prevalence"	1527	269
"1859"	"Waltera intestinalis"	"Age"	"Age"	"age"	0.172009844556061	0	0.055903780753021	0.00209171714409793	0.00736435189111235	0.0213971775263573	0.0389576197721264	"Prevalence association possibly induced 
by stronger abundance association"	"prevalence"	1527	524
"1860"	"Bacteroides ovatus"	"Age"	"Age"	"age"	-0.196077193687222	0	0.064740124745479	0.00245623791822357	0.00855523866703896	0.000372173529291642	0.00118378086425293	"Prevalence association possibly induced 
by stronger abundance association"	"prevalence"	1527	1176
